Continent,Country,Information
europe,germany,"['Misunderstood by many, Germany is one of the most varied and charming countries on the continent. Anyone expecting a homogenous nation conforming to old Teutonic stereotypes is in for a shock.', ""As a destination, it offers a clutch of truly lovely cities, culture served up in hefty portions and rural scenery so pretty you'll wonder why it isn't on every tourist hit list."", 'The country occupies a prime position at the heart of Europe – both literally and figuratively. It is home to the biggest economy on the continent, has more inhabitants than anywhere else in the EU and shares land borders with no less than nine other nations.', ""It's no surprise, then, that today's Germany is more diverse and cosmopolitan than old stereotypes suggest; mixing time-honoured traditions with multicultural modernism and self-confidence."", 'It’s the nation’s urban highlights that immediately draw the attention. Berlin is the definition of dynamism, having forged a good-time reputation for groundbreaking creativity while still keeping sight of its past.', 'Elsewhere, the likes of Cologne, Munich and Hamburg provide the capital with able support. Not only are they rich in history, whether in the forms of classical music, fine art or medieval architecture, but they also put pay to the notion that Germans don’t do gastronomy. These days, you can dine and drink extremely well in Deutschland.', ""Then there's the beautiful German countryside. From the sky-scraping peaks of the Bavarian Alps and pale cliffs of the Jasmund National Park to the castles of the Rhine and moors of the Mecklenburg Lake District, it's nirvana for hikers, cyclists, boaters, motorists and skiers alike."", 'Travelling around this country is a piece of Black Forest gâteau. Costs are manageable, overcrowding is rare and, despite its size, it could not be easier to get from A to B thanks to an incredibly efficient public transport network. Which proves some of those old German stereotypes do hold true.', '357,022 sq km (137,846 sq miles).', '82,293,457 (2018).', '236 per sq km.', 'Berlin.', 'Federal Republic.', 'President Frank-Walter Steinmeier\xa0since 2017.', 'Chancellor Olaf Scholz since December 2021.']"
europe,gibraltar,"['Gibraltar is full of surprises: from its lively population of Barbary macaques (monkeys) to its sub-tropical climate, this little British enclave on the Mediterranean is awash with wonders.', 'The Rock, as Gibraltar is known, is a monolithic peninsula riddled with curious caves and tunnels. Atop its limestone base thrives unique vegetation and many species of migrating birds, which combined with glorious views and stimulating walks make Gibraltar a popular destination for nature enthusiasts.', ""The town itself is densely concentrated on the western side of the rock; those with an interest in history should visit the Gibraltar Museum for an insight into Gibraltar's heritage of Moorish, Spanish and British rulers, while foodies will enjoy sampling fresh seafood and colourful Spanish dishes."", '6.8 sq km (2.6 sq miles).', '32,373 (UN estimate 2016).', '4,179.7 per sq km.', 'Gibraltar.', 'Self-governing British Overseas Territory.', 'HM King Charles III\xa0since 2022, represented locally by Governor Sir David Steel\xa0since 2020.', 'Chief Minister Fabian Picardo since 2011.']"
europe,spain,"['Often described as a “miniature continent,” Gran Canaria is home to a staggering diversity of landscapes; from sweeping sandy beaches and red-earthed pine forests to undulating mountains and dusty deserts.', 'Forming part of the Canary Islands – a Spanish archipelago floating off the coast of Western Sahara – the island has long been used as a shortcut to the sun for European holidaymakers. Cheap package deals and boozy British tourists have sullied its sunny image, but in recent years the island has been reinventing itself as a more salubrious destination. Led by the deluxe end of the market, Gran Canaria’s hotels and restaurants are experiencing something of a makeover, as the island ditches its tacky seventies aesthetic for one of retro chic and boho beau monde.', 'Located on a nautical crossroads between Europe, Africa and the Americas, Gran Canaria was an important trading post for many centuries and has long welcomed foreign influences, which are evident in everything from local cuisine to the island’s ubiquitous Latino beats.\nWith its year-round sunshine, most come to Gran Canaria to bathe on sweeping sandy beaches, top up on vitamin D and imbibe the island’s legendary nightlife. Others come armed with hiking boots and a desire to discover Gran Canaria’s glorious interior, which opens up to reveal some truly remarkable landscapes.', 'The interior remains largely crowd free. Forget sprawling resorts and pumping clubs, its all boutique hotels and bucolic retreats in rural Gran Canaria, where evening entertainment revolves around games of dominoes with locals and watching the sunset over neighbouring Tenerife.\nThere’s also the northern hinterland, which is characterised by verdant mountains, leafy gorges and quaint villages. These landscapes are an extraordinary contrast to the sandy south, where a seemingly vast desert belies the island’s diminutive size.', 'Whether you come to party, soak up the sun or hike through the hills, it’s hard not to be charmed by Gran Canaria. The island might be a mainstream destination, but it has the capacity to surprise and that lies at the heart of its appeal.', '1,560 sq km (602 sq miles).', '847,830 (2015).', '543.5 per sq km.', 'Las Palmas.']"
europe,greece,"['A flavourful melting pot of sparkling nightspots, fresh seafood, sizzling Mediterranean passion and mythical legend, Greece is a fascinating and enchanting destination.', 'The country has long held appeal for travellers who flock to its shores to lounge on beaches, explore ancient relics and take advantage of the legendary Grecian hospitality.', 'Yet despite its popularity, there is still an undiscovered feel to parts of Greece with Mount Olympus, the Peloponnese coast and some of the more remote islands slipping, for now at least, under the radar of mass tourism.', ""The first port of call for most visitors is Athens, the country's stunning capital, which combines a modern centre with the stark ancient beauty of the Parthenon and a position overlooking a cerulean stretch of the Saronic Gulf."", ""Like the rest of the country, Athens was built on a classical civilisation that produced some of the world's greatest thinkers, philosophers and poets.\xa0The ancient Greeks also brought the world democracy, which locals cheerfully remind visitors about, and a pantheon of deities, who are celebrated through statues and local folklore."", 'Everywhere has its own legend; from the tiny island of Ithaca, home to the wanderer Odysseus, to the rugged stretch of the Peloponnese, the onetime playground of divine beings.', ""Though the glory days of the Ancient Greeks have passed, the country remains one of Europe's leading holiday destinations, thanks largely to its gorgeous collection of islands, which are scattered like confetti across the Mediterranean Sea."", 'Greece boasts 6,000 islands and islets in all, all of which only 277 are inhabited. Among them is Rhodes, which was home to the ancient Minoan culture and, legend has it, the terrifying Minotaur. Today it is better known for its stunning beaches, charming seaside towns and lively nightlife.', 'The islands of Corfu, Crete and Santorini are also established hangouts for sun-seekers and merrymakers, while Kos has begun to attract deities of a very modern kind – the world’s rich and famous. Ultimately, though, in democratic Greece, everyone is welcome.', '131,957 sq km (50,949 sq miles).', '10,473,455 (UN estimate 2019).', '81.7 per sq km.', 'Athens.', 'Republic.', 'President Katerina Sakellaropoulou\xa0since 2020.', 'Kyriakos Mitsotakis since 2023.']"
europe,channel-islands,"['Lush botanical gardens, alluring hidden coves, and glorious sunsets over the Atlantic Ocean give the Channel Island of Guernsey an unlikely subtropical feel. Sitting just 50km (30 miles) from the shore of Normandy in France, this little isle also has a Gallic air with its French street names and culinary flair. Listen carefully and you may even hear the ancient local dialect of Dgèrnésiais (Norman patois) being spoken.', ""Although small, only 62 sq km (38 sq miles) in size, Guernsey harbours a strong local identity. It's a self-governing British Crown dependency, and the locals are quick to point out that it is not part of the United Kingdom and European Union. Keen-eyed observers will spot a few differences, like blue post boxes and the use of numerical car plates. On May 9 Liberation Day, the islanders celebrate the end of the German occupation during World War II with the towns and houses across the island decked out in flags and bunting."", ""British families have been drawn to Guernsey for generations – it certainly is the quintessential holiday destination, where kids can roam free while parents relax with a book on the beach. The pace of life is certainly more relaxed than Britain, so visitors can take their time, wander the coastline, enjoy a round of golf and stroll the streets of the island's pretty capital, St Peter Port."", ""Vazon Bay on the north western coast of Guernsey is the largest beach among the island's 27 beaches. Meanwhile, the southern coast's rocky coastline is perfect for nature-loving kayakers who can gaze back at the towering cliffs, or even get up onto the rocks for coasteering and abseiling. Alternatively, head to Cobo Bay and Vazon Bay to join scores of kitesurfers and windsurfers testing their mettle out to sea."", 'Landmarks to look out for on Guernsey include the Little Chapel and Castle Cornet, while a little patch of France comes in the form of Victor Hugo’s house. With daily ferries to the nearby islands of Herm, Sark and Jersey are popular, Guernsey also makes a great base from which to explore the other Channel Islands.', '62 sq km (38 sq miles).', '66,500 (2017).', '965 per sq km.', 'St Peter Port.', 'Self-governing dependency of the British Crown.', 'HM King Charles III since 2022, represented locally by Lieutenant Governor Richard Cripwell since 2022.', 'Peter Ferbrache is the President of Guernsey states since 2020.']"
europe,hungary,"['Culturally and linguistically distinct from all of its immediate neighbours, Hungary is very much the ‘odd one out’ in Central Europe, but for all the most honourable reasons.', 'This is a nation whose capital, Budapest, can hold up a mirror to classical Vienna; it’s a world of well-preserved castles, seductively good wines and quiet stoic pride; a landscape of low-lying mountains, oak forests and thermal springs.', 'The Romans were the first to make use of the hot waters, originally for medicinal purposes. Today, the pursuit is relaxation and over time the bathhouses have grown into splendid architectural affairs, most notably in Budapest.', 'The capital is an elegant, stylish and lively city made up of two separate settlements clustered on either side of the Danube River: hilly Buda has a wealth of graceful Habsburg and neoclassical buildings, while sprawling Pest is its commercial centre with a generous scattering of art nouveau architecture and an ad-hoc party scene.', 'The city has long been the focus of Hungary’s artistic, musical and literary community and is by far the best place in the country for a choice of bars, restaurants and nightclubs.', 'Smaller cities are equally architecturally fascinating and deserving of a visit in their own right: Pécs for its museums; Eger for it’s fortifications and infamous Bull’s Blood Wine; and Györ whose grand Basilica houses the golden herm of László.', 'Beyond these urban centres, Hungary’s bathes in natural delights. South west of Budapest is Lake Balaton, Central Europe’s largest body of freshwater, where locals spend hot summers cooling off in waters that average 20°C (68°F).', 'In winter, Hungary freezes, and thrill seekers head north to the Bakony Hills for the chance to ski through the forests before unwinding with a dip in the thermal spa.', 'It may be landlocked, but Hungary is a country content on ploughing its own furrow no matter what seeds its neighbours are sewing and is all the better for it.', '93,028 sq km (35,918 sq miles).', '9,821,318 (UN estimate 2016).', '106.4 per sq km.', 'Budapest.', 'Parliamentary Republic.', 'President Tamás Sulyok since 2024.', 'Prime Minister Viktor Orbán since 2010.']"
europe,spain,"['Although Ibiza has long been synonymous with fun in the sun hedonism, a trip to the island is not all about sultry clubs and all-night raves – away from the bright lights there’s a quieter side to the so-called ‘White Isle’.', 'But first to the merrymaking, because make no mistake this Spanish haven is one of the foremost party destinations in Europe. During the summer, superstar DJs arrive en masse to entertain the millions of partyers who come for the quintessential boho-glam vibes of this sun-kissed island.', 'Ibiza Town is a hotbed of late-night revelry. The municipality is home to the world-famous clubs Pacha and Amnesia, which share quaint cobblestone streets with more traditional attractions such as Santa Maria d’Eivissa Cathedral.', 'Sant Antoni de Portmany (San Antonio) is the real clubbing capital, though. The so-called ‘Sunset Strip’ is renowned for its rowdy clubs and spectacular skies. Millions flock to witness resident DJs ‘put the sun to bed’ as they sip expensive cocktails and bliss out to party-perfect tunes. For sophisticates, there are a host of alternatives nearby, with chic bars offering expensive mélanges of spirits and exquisite sunset views.', 'Its reputation as a party island is notorious, but Ibiza has reconnected with its 1960’s hippy roots in recent years, with more laid-back parties and a burgeoning arts scene.', 'Those seeking quiet time or craving a bit of culture are also well catered for: Ibiza is blessed with sandy beaches, crystalline waters and alluring coves, not to mention an abundance of picturesque towns and villages.', 'Families are also well catered for in relaxing resorts such as Santa Eulària des Riu (Santa Eulalia del Río) and Es Canar (Es Caná) on the northeast coast.', 'Whether you’re there to dance till dawn, relax on a beach, imbibe the culture or hike amidst the greenery, Ibiza is a rite of passage for every discerning traveller.', '571 sq km (220 sq miles).', '156,234 (2019).', '259 per sq km.', 'Ibiza.', 'Since a parliamentary monarchy was introduced to Spain in 1978, the country has been divided into 17 autonomous regions. Ibiza is part of the Balearic Autonomous Community that has its headquarters in Palma, Mallorca.', 'King Felipe VI since 2014.', 'Prime Minister Pedro Sánchez since 2018.']"
europe,iceland,"['A country of extreme geological contrasts, Iceland has built up an impressive tourism sector with over 2 million visitors a year flocking to see its moss-covered lava fields, glacier-fed ice caves, rock-ribbed coast and ash-spouting volcanos.', 'Widely known as ""the land of fire and ice"", Iceland is crammed with magnificent scenery that delights and awes at every turn. The word fire in the phrase refers to Iceland\'s abundant volcanoes, which burst into life periodically. Elemental forces bubble just below the surface across the country, and clever Icelanders have long been accessing geothermal energy to generate electricity, heat tap water and warm up tomato greenhouses.', 'Volcanic tourism is also lucrative, with tourists taking trips to see bubbling fumaroles and soak in thermal springs. The two famous examples of the latter are the Blue Lagoon and Sky Lagoon near Reykjavík; both are geothermal spas that aim to soothe your aches and pains.', ""Ice is Iceland's other big draw (the clue is in the name) – more specifically, the dramatic glaciers that slice down towards the coast, calving icebergs into serene lagoons. About 11% of the country is covered in glaciers, with Vatnajökull being the largest and extending some 8,400km² (3,243mi²) in the southeast with thick layers of snow blanketing many high, majestic mountain ridges. Iceland's highest peak, Hvannadalshnjúkur (2,119m or 6,592ft) can also be found here. Guided tours to glaciers, ice caves and frozen waterfalls are widely available."", ""Reykjavík, Iceland's capital city, is where most travellers start their journey. This fun and vibrant city, with its many museums, marine excursions, and colourful nightlife, is certainly a worthy diversion."", ""So come to experience walking in a lava cave, climb a glacier, spot a whale, or catch the colourful northern lights in their full glory, undimmed by light pollution in the least densely populated nation in Europe. No matter what you do, a holiday in Iceland is an experience you'll remember for a lifetime."", '103,000km² (39,769mi²).', '341,243 (2020).', '3 per sq km.', 'Reykjavík.', 'Republic.', 'President Gudni Jóhannesson since 2016.', 'Prime Minister Bjarni Benediktsson since 2024.']"
europe,ireland,"['Ireland is one of the globe’s most singular travel destinations, a feisty, twinkling country far more famous for the sum of its parts than for any specific sight or attraction. Its landscapes are raw, its cities are animated and its history holds endless tales of adversity. Tying all this together is the Irish character, a fabled combination of bright-eyed bonhomie and bar-room banter: there’s good reason why the planet’s full of Irish pubs.', 'Lovable Dublin falls naturally as the most popular option for first-time visitors, although for all the capital city’s stately architecture and riverside charm, it only partly hints at what the wider country has to offer. The real spirit of today’s nation might be up for debate – it’s as likely to be found in a Connemara village as a Cork street scene – but searching for it is hugely enjoyable.', 'It’s often said that there are two Irelands. Despite its economic woes, 21st-century Ireland is a modern destination, full of fresh creativity. At the same time, of course, it’s somewhere rooted in the strongest of traditions, a country marked by humour, hospitality and more than the occasional late night. The craic of legend isn’t generally hard to find.  ', 'With all this in mind, it’s perhaps no surprise that Ireland caters for such a broad range of interests. Those in search of windswept hikes, Celtic relics and fiddle-and-song pubs will be well sated, but so too will those looking for on-trend gastronomy, family-friendly attractions or slick hotels. The country may be small but its cultural impact worldwide continues to be enormous, and this is due to far more than just a romantic notion of how it used to be.', 'Various icons and images enjoy close associations with Ireland (see everything from craggy peninsulas to pints of Guinness) but the real beauty of the country is the fact that it transcends every cliché that people throw at it. Its potential for adventure – for real, blood-pumping adventure – is all too often overlooked, while for those who just want to take it easy, the options are copious.', '70,182 sq km (27,097 sq miles).', '4,713,993 (UN estimate 2016).', '69.7 per sq km.', 'Dublin.', 'Republic.', 'President Michael D Higgins since 2011.', '(Prime Minister) Simon Harris\xa0since April 2024.']"
europe,united-kingdom,"['As quirky destinations go, you’d be hard-pressed to beat the Isle of Man. Its mere existence is even a bit odd.\xa0Though officially part of the British Isles, the island is a self-governing kingdom that belongs to neither the United Kingdom nor European Union. Confused? You should be.', 'Things get stranger still, when you arrive on the island and find you’ve travelled back in time – this is a place where it is possible to get a steam train to the airport.', 'Suffice to say the island’s antiquity adds to the charm of this destination, which is also home to some spectacular scenery: lush valleys, rugged shores and fine sandy beaches abound, making it an adventure playground for outdoor enthusiasts.', 'Measuring 53km (33 miles) long and 21km (13 miles) wide, the Isle of Man floats in the middle of the Irish Sea, just off the Lancashire coastline. Killer whales, humpbacks, basking sharks, dolphins, seals and myriad bird species can be spotted in the surrounding waters, which are ripe for scuba diving.', 'The island’s main draw, however, is the notoriously dangerous TT motorcycle race, which takes place annually. Too fast for you? Then hit one of the many hiking and mountain biking trails, which crisscross the island. Or delve into the island’s curious history by exploring the prehistoric tombs, elaborate Celtic crosses and Iron Age hilltop forts, which are scattered across the wild landscape.', ""Beneath the time-warp surface, present-day Isle of Man has a contemporary edge. It’s still heavily associated with the finance industry, yet film-making and tourism are increasingly important as people start to discover the island's quiet natural beauty and rich heritage."", 'All things considered, the Isle of Man is a curious destination and perhaps the best-kept secret in the British Isles.', '572 sq km (221 sq miles).', '87,545 (2015).', '153.1 per sq km.', 'Douglas.', 'Self-governed dependency of the British Crown.', 'HM King Charles III since 2022, represented locally by Lieutenant Governor Sir John Lorimer since 2021.', 'Chief Minister Alfred Cannan since 2021.']"
europe,italy,"[""Travelling around Italy remains one of those rare experiences in life – like a perfect spring day or the power of first love – that can never be overrated. In few places do history, art, fashion, food and la dolce vita (“the good life”) intermingle so effortlessly. In Italy you'll find sunny isles, glacial lakes and fiery volcanoes, rolling vineyards and urban landscapes harbouring more UNESCO World Heritage sites than any other country on Earth. Few places offer such variety and few visitors leave without a fervent desire to return."", 'The artistic and architectural treasures of Rome, Venice, Florence and Naples draw visitors to them like moths to a flame. Not content with Romans conquering most of the known world, the Venetians dispatched Marco Polo to uncharted lands off the map, while Giotto, Leonardo da Vinci, Brunelleschi and Michelangelo kick-started the Renaissance in Western art and architecture.', 'Look around at all the splendid palaces, paintings, churches and monuments and wonder at the centuries of hard graft and the unswerving devotion to traditional techniques. Like the local art, wine is also designed to elevate your spirits. From the neatly-banded stone terraces of the Cinque Terre, which snake from sea level to terrifying precipices, to the blousy hillsides of Chianti, the riverine plain of the Po valley and the volcanic slopes of Etna, Italian wines are lovingly made to complement the carefully-sourced regional cuisine on your plate.', ""Much like its food, this country is an endless feast of experiences. No matter how much you gorge yourself, you’ll always feel as though you're still on the first course. Do you go skiing in the Dolomites, or cycling in wine country? Do you dive the sun-split waters of Sardinia, climb Aeolian volcanoes or stalk market stalls in Naples? The choice is dazzling and bewildering. So take the advice of the locals. Slow down, sit back, tuck in that napkin and get ready to begin."", '301,340 sq km (116,348 sq miles).', '59,801,004 (UN estimate 2016).', '201 per sq km.', 'Rome.', 'Republic.', 'President Sergio Mattarella since 2015.', 'Prime Minister Giorgia Meloni since 2022.']"
europe,channel-islands,"['The largest of the Channel Islands, Jersey (officially the Bailiwick of Jersey) has the charms of a quaint and quiet island few people can resist. This laid-back haven promises an authentic sand-between-your-toes holiday. Beyond the beach, undulating farmlands stretch inland, dappled with wild meadows, vineyards and dreamy stargazing spots.', ""Holidaymakers don't come to Jersey to check sites off a bucket list. They come to cycle the quiet country lanes, spend hours on beautiful beaches, linger over delicious meals, and find the best spot to watch the sunset."", ""But not all visitors to Jersey stick to the more sedate pursuits. There are plenty of opportunities to surf the curls of turquoise waters (St Ouen's Bay is the perfect place to paddle out and enjoy the swells), take the kayak out to discover secluded bays, rock climb or coasteering if you wish."", 'This unbeatable holiday destination is also easily accessible. Lying about 23km (14 miles) from the coast of Normandy in France and 137km (85 miles) south of the English coast, Jersey is linked to various European destinations by flights and ferries. So get on board one and come here to lap up the good life.', '117 sq km (45 sq miles).', '107,800 (2019).', '869 per sq km.', 'St Helier.', 'Self-governing dependency of the British Crown.', 'HM King Charles III since 2022, represented locally by Lieutenant-Governor Jerry Kyd since 2022.', 'Chief Minister Kristina Moore since 2022.']"
europe,kosovo,"['Depending on your global perspective, Kosovo is either Europe’s youngest nation or not a nation at all. Since declaring independence from Serbia in 2008 it has received only partial recognition as a sovereign state by members of the United Nations. Its fragile footing and wretched modern history might make Kosovo an unlikely travel destination, but the country can be extremely rewarding for those keen to find out what lies beyond the headlines.', 'Cultures and religions have been clashing in modern day Kosovo for centuries, but between the periods of unrest, this small, landlocked country has pioneered peaceful coexistence and mutual enrichment of cultures. While Muslim Albanians dominate the population today, followed by Orthodox Christian Serbs, there are many other groups with their own unique cultures and ways of life.', 'Granted, roadside memorials and the occasional khaki-clad NATO soldier can make its cruel past somewhat hard to forget, but historic spots such as Janjevo and the UNESCO-listed Dečani Monastery showcase a distinguished Kosovan history that has been overshadowed by the recent catalogue of horrors.', 'Europe’s youngest capital, Pristina, is an increasingly eclectic city with a vibrant café culture, but pretty Prizren is the city that has most visitors smitten. Cobbled streets, ancient walls, Ottoman mosques and Orthodox churches lend a romantic air to this riverside town, while the popular Dokufest Film Festival and Hasi Jehon folklore festival give credence to its status as a cultural capital.', 'Much of the Kosovan countryside is uncharted territory for tourists, but dramatic mountain peaks, cascading waterfalls and limpid lakes are tailor made for adventure travellers. Combine all this with decidedly un-European prices and it’s not hard to see why visitor numbers are rising.', 'Whether you’re sipping coffee in cosmopolitan cafés, hiking through the hinterland or visiting crumbling historic sites, in Kosovo, when you look beyond yesterday’s headlines, you’ll find an affable land of surprising beauty.', '10,887 sq km (4,203 sq miles).', '1,883,018 (CIA estimate 2016).', '171.9 per sq km.', 'Pristina.', 'Republic.', 'President Vjosa Osmani since 2021.', 'Prime Minister Albin Kurti since March 2021.']"
europe,spain,"['Lanzarote is an island of extraordinary beauty and spectacular contrasts; a place of black deserts and white houses; limpid lagoons and rolling surf; soaring volcanoes and sweeping sandy beaches. It’s bleak and beautiful, stark and stunning.', 'Unlike its bigger, brasher neighbours to the west – Tenerife and Grand Canaria – Lanzarote has refrained from selling out to stack-‘em-high-sell-‘em-cheap package holidays and favoured a more sustainable, intimate brand of tourism.', 'It’s not devoid of big resorts and bustling beaches – with 300 days of sunshine annually the island has an obvious appeal amongst sun-seeking Europeans – but, despite this, Lanzarote has retained a traditional charm and authentic aesthetic that many find lacking elsewhere on the Canary archipelago.', 'This is thanks largely to César Manrique, the late, great artist and architect who turned Lanzarote and its people onto the merits of sustainable development. Manrique is behind some of the island’s most revered attractions; from urban murals and intriguing art installations to cosy cave bars and verdant cactus gardens.', 'Manrique’s legacy, not to mention Lanzarote’s stunning scenery, remain a big draw for travelling artists, who come from all over the world to visit the island. They tackle the local landscapes rather differently to the many sports enthusiasts, who come to test their mettle in what is considered to be one of Europe’s top outdoor destinations.', 'It’s easy to see why Lanzarote has gained such a reputation; the island’s smooth, straight roads are a veritable paradise for cyclers, while its dried lava fields and lofty hiking trails offer perfect conditions for runners and ramblers.', ""Of course, there's plenty of sand, sea and Sangria for those who want it, but ultimately, for most visitors, Lanzarote’s appeal lies not in its opportunities for boozy beach holidays, but in its untamed natural beauty, traditional charm and strong artistic heritage, which lure many back for repeat visits."", '846 sq km (327 sq miles).', '143,209 (2015).', '169.3 per sq km.', 'Arrecife.']"
europe,latvia,"['Officially known as the Republic of Latvia, this small nation remained tucked behind the Iron Curtain until the early nineties. Today it is one of the most visited countries in the Baltics and lures visitors with its dramatic landscapes, rich heritage and vibrant capital, Riga.', 'Declared European Capital of Culture in 2014, the city has one of the most impressive collections of art nouveau buildings in the world, not to mention a stunning UNESCO World Heritage downtown. The latter is home to medieval churches, grand Renaissance properties and a spectacular market, which is held inside defunct zeppelin hangers from WWI. The old town is dominated by Riga Cathedral, the largest medieval church in the Baltics and one of many attractions in Riga vying for visitors’ attention.', 'The path beyond Riga is, for now, not quite so well-trodden. However, riches await those pressing further into the country; there’s the rural paradise of Rundāle Palace, the recently renovated Turaida Stone Castle and the charming Latvian Ethnographic Open-Air Museum. The beautifully preserved historic towns of Kuldīga and Cēsis also warrant excursions.', 'Latvia is rich in natural attractions, too, like the Gulf of Riga and the windswept coastline along the Baltic Sea, which is home to seemingly infinite sandy shores. Jūrmala, a resort town just 40 minutes from Riga, boasts 26km (16 miles) of golden beaches lined with spas, thermal mud pools and seafood restaurants.', 'Inland, national parks and nature reserves abound, but Gauja National Park is the most famous. This picturesque river valley is a place of unremitting beauty: rushing rivers, ancient sandstone cliffs and, in spring, masses of white cherry blossoms. Gauja National Park is not only great for hiking, cycling and watersports, but also offers one of the best birdwatching sites in Latvia, after Pape and Cape Kolka.', 'While low cost air travel has opened Latvia to the masses, most visitors still struggle to venture beyond the capital. However, those who do find treasure in this country will, as the tourist board likes to say, discover it is “best enjoyed slowly.”', '\xa0', '64,589 sq km (24,938 sq miles).', '1,937,944\xa0(UN estimate 2018).', '30 per sq km (77 people/sq mile).', 'Riga.', 'Parliamentary Republic', 'President Edgars Rinkēvičs\xa0since 2023.', 'Prime Minister Evika Silina\xa0since 2023.']"
europe,liechtenstein,"[""A pocket-sized principality in the heart of Europe, Liechtenstein rarely tops anybody's bucket list of continental must-sees. Yet this tiny, landlocked nation offers more than you'd imagine: from long-standing history to sky-high mountains; cliff-hanging castles to odd cultural quirks."", ""Many of Liechtenstein's historical highlights are located in the capital, Vaduz. While this tiny town may only have around 5,000 inhabitants, it also boasts an array of fascinating museums and galleries – including the Liechtenstein National Museum, the Museum of Fine Arts and the FIS Ski and Winter Sports Museum – as well as the atmospheric Prince's Wine Cellars and the neo-Gothic Vaduz Cathedral. All these attractions are watched over by the pretty Vaduz Castle, which remains the official residence of the Prince of Liechtenstein."", ""Vaduz isn't Liechtenstein's only town of historical note. The second town, Schaan, is actually larger than Vaduz, and comes with its very own impressive church and Roman remains, while Balzers in the south west boasts what is perhaps Liechtenstein's most arresting fortification. There are also beautiful chapels to be found in lesser-visited villages like Triesen and Planken."", 'And yet the true star of Liechtenstein is the remarkable nature. This country has arguably the most impressive landscape in Europe. Most of the peaks in Liechtenstein soar more than 2,000m (6,562ft) into the sky, making Liechtenstein a premier destination for skiing, hiking and mountain biking. Its shimmering lakes are also a big draw for swimmers.', 'As well as its permanent attractions, Liechtenstein also excels when it comes to unusual events. Some of the fun annual highlights include the Monster Concert (where troupes of musicians and dancers dress in outlandish costumes and bang drums), the Cattle Drive (where cows and sheep are festooned in colourful garments and adorned with bells) and the LGT Alpine Marathon (where competitors from around the globe run for 26 miles through the mountains).', ""Factor in Liechtenstein's dynamic dining, drinking and live music offerings, and you have a pocket sized nation that punches well above its weight."", '160 sq km (62 sq miles).', '37,776 (UN estimate 2016).', '235.2 per sq km.', 'Vaduz.', 'Imperial principality with a hereditary constitutional monarchy.', 'Prince Hans Adam II since 1989.', 'Prime Minister Daniel Risch since 2021.']"
europe,lithuania,"[""Lithuania is a spellbinding land of castles, lakes and forests. Though relatively few knew of its charms until recently, Lithuania's capital, Vilnius, is one of Europe's most enchanting cities, owing especially to its Baroque old town. Then there is the Baltic shore, which may not have the sun-soaked appeal of other coasts, but is idyllic and largely unspoilt. The southernmost country in the Baltics, Lithuania is also home to vast plains parted by hills and sand dunes."", 'Lithuanian independence came soon after the collapse of the Soviet Union in 1991. By 1995, the transition to a full market economy had been completed. The long-running border dispute with Poland was settled with the signing of a friendship and co-operation treaty in January 1992 and negotiations with Russia led to the withdrawal of the remaining Russian troops in Lithuania in August 1993. The Russian connection remains, however, with Russians being the second largest ethnic minority in the country. The largest of the three Baltic states, Lithuania gaining EU membership in 2004, since which time the country has been thrust on to the global stage, encouraging more visitors than ever.', 'Most of the attraction for Lithuania lies with its natural treasures. Much of the country is verdant, with several national parks that are perfect for hikers and explorers. All around the country there are countless sprawling forests ripe for wandering, as well as numerous lakes sprinkled across the landscape.', ""Perhaps the country's trump card is the Baltic coastline, where beguiling wetlands brim with wildlife, most notably the thousands of bird species. There's also the Curonian Spit, a stunning 100km strip of land that separates the Curonian Lagoon from the Baltic Sea, which is covered in white sands."", '65,300 sq km (25,212 sq miles).', '2,850,030 (UN estimate 2016).', '44.2 per sq km.', 'Vilnius.', 'Republic.', 'President Gitanas Nauseda since 2019.', 'Prime Minister Ingrida Šimonytė since 2020.']"
